Waktu,Ping(ms),Download(Mbps),Upload(Mbps),PacketLoss(%),Jitter(ms),Status
2026-05-13 01:24:01,45.93,22.46,14.05,0.0,7.88,Stabil
2026-05-13 01:29:01,50.87,29.53,25.19,0.2,9.38,Stabil
2026-05-13 01:34:01,31.83,33.97,19.95,0.0,3.89,Stabil
2026-05-13 01:39:01,41.3,27.69,7.47,0.0,10.69,Stabil
2026-05-13 01:44:01,78.77,26.53,11.22,0.0,22.76,Stabil
2026-05-13 01:49:01,44.75,20.95,26.42,0.0,6.17,Stabil
2026-05-13 01:54:01,18.08,30.48,10.36,0.0,16.84,Stabil
2026-05-13 01:59:01,20.01,11.52,24.55,0.0,9.38,Stabil
2026-05-13 02:04:01,35.24,29.75,15.32,0.2,6.06,Stabil
2026-05-13 02:09:01,14.08,35.93,19.07,0.2,8.16,Stabil
2026-05-13 02:14:01,38.21,20.66,28.39,0.0,8.86,Stabil
2026-05-13 02:19:01,56.58,20.88,8.87,0.1,5.77,Stabil
2026-05-13 02:24:01,48.89,25.35,14.94,0.2,15.0,Stabil
2026-05-13 02:29:01,71.56,14.33,25.38,0.0,4.87,Stabil
2026-05-13 02:34:01,35.93,28.86,11.53,0.2,13.8,Stabil
2026-05-13 02:39:01,29.09,21.81,22.87,0.0,11.45,Stabil
2026-05-13 02:44:01,27.39,23.89,10.81,0.0,7.13,Stabil
2026-05-13 02:49:01,40.02,24.75,5.0,0.0,7.86,Stabil
2026-05-13 02:54:01,41.24,32.8,23.75,0.0,6.32,Stabil
2026-05-13 02:59:01,60.01,31.19,12.78,0.0,3.01,Stabil
2026-05-13 03:04:01,53.04,29.44,23.03,0.0,17.91,Stabil
2026-05-13 03:09:01,30.36,27.79,26.74,0.1,7.0,Stabil
2026-05-13 03:14:01,110.0,4.77,2.99,6.4,109.47,Tidak Stabil
2026-05-13 03:19:01,139.0,5.62,4.91,0.55,47.58,Tidak Stabil
2026-05-13 03:24:01,80.45,2.0,4.0,8.38,50.2,Tidak Stabil
2026-05-13 03:29:01,255.51,1.95,3.64,5.81,44.92,Tidak Stabil
2026-05-13 03:34:01,138.97,24.69,8.5,8.54,38.22,Tidak Stabil
2026-05-13 03:39:01,38.53,1.23,1.02,1.27,25.38,Tidak Stabil
2026-05-13 03:44:01,136.36,13.66,12.43,9.47,67.04,Tidak Stabil
2026-05-13 03:49:01,68.82,5.14,3.37,1.61,18.0,Tidak Stabil
2026-05-13 03:54:01,57.86,7.12,2.36,1.89,20.29,Tidak Stabil
2026-05-13 03:59:01,175.85,6.71,1.81,4.59,62.23,Tidak Stabil
2026-05-13 04:04:01,136.17,8.77,0.1,6.96,65.31,Tidak Stabil
2026-05-13 04:09:01,95.0,14.46,8.03,2.39,59.02,Tidak Stabil
2026-05-13 04:14:01,124.09,4.44,0.55,7.71,118.95,Tidak Stabil
2026-05-13 04:19:01,161.52,4.54,2.71,2.0,68.84,Tidak Stabil
2026-05-13 04:24:01,148.53,24.58,8.08,0.69,37.43,Tidak Stabil
2026-05-13 04:29:01,136.94,10.39,7.26,2.65,36.03,Tidak Stabil
2026-05-13 04:34:01,104.97,5.3,0.9,1.43,34.63,Tidak Stabil
2026-05-13 04:39:01,147.63,2.0,1.0,1.84,66.05,Tidak Stabil
2026-05-13 04:44:01,210.65,5.02,2.53,13.1,90.93,Tidak Stabil
2026-05-13 04:49:01,32.88,1.87,0.1,0.95,34.31,Tidak Stabil
2026-05-13 04:54:01,165.13,11.17,9.21,1.54,49.1,Tidak Stabil
2026-05-13 04:59:01,137.71,2.95,1.31,2.63,18.0,Tidak Stabil
2026-05-13 05:04:01,128.09,3.72,4.16,6.55,69.86,Tidak Stabil
2026-05-13 05:09:01,213.74,5.85,5.86,2.0,103.26,Tidak Stabil
2026-05-13 05:14:01,134.93,20.62,3.63,2.56,52.28,Tidak Stabil
2026-05-13 05:19:01,197.9,16.16,15.76,0.14,31.05,Tidak Stabil
2026-05-13 05:24:01,40.0,18.55,1.09,8.37,40.49,Tidak Stabil
2026-05-13 05:29:01,40.0,13.87,2.25,5.81,54.62,Tidak Stabil
2026-05-13 05:34:01,113.64,13.25,4.11,9.73,37.66,Tidak Stabil
2026-05-13 05:39:01,71.57,2.56,1.04,1.99,24.36,Tidak Stabil
2026-05-13 05:44:01,112.56,4.73,1.75,0.32,29.06,Tidak Stabil
2026-05-13 05:49:01,147.04,11.45,6.29,8.97,62.35,Tidak Stabil
2026-05-13 05:54:01,188.89,0.36,1.37,2.74,108.8,Tidak Stabil
2026-05-13 05:59:01,190.96,11.71,8.71,3.1,61.15,Tidak Stabil
2026-05-13 06:04:01,157.3,11.12,4.23,1.34,34.73,Tidak Stabil
2026-05-13 06:09:01,115.76,8.42,2.48,2.37,71.74,Tidak Stabil
2026-05-13 06:14:01,93.88,5.91,2.81,0.0,51.29,Tidak Stabil
2026-05-13 06:19:01,113.37,14.58,8.82,2.53,74.62,Tidak Stabil
2026-05-13 06:24:01,63.82,5.22,1.22,1.55,47.39,Tidak Stabil
2026-05-13 06:29:01,228.2,18.67,7.13,1.25,51.94,Tidak Stabil
2026-05-13 06:34:01,147.29,4.62,0.1,2.27,50.54,Tidak Stabil
2026-05-13 06:39:01,110.0,5.86,2.2,9.71,63.66,Tidak Stabil
2026-05-13 06:44:01,168.85,7.52,0.19,2.35,80.9,Tidak Stabil
2026-05-13 06:49:01,104.86,8.09,1.0,11.8,57.66,Tidak Stabil
2026-05-13 06:54:01,219.33,5.84,2.09,9.18,93.67,Tidak Stabil
2026-05-13 06:59:01,53.21,0.3,1.57,1.07,37.03,Tidak Stabil
2026-05-13 07:04:01,139.14,10.49,9.69,5.74,46.99,Tidak Stabil
2026-05-13 07:09:01,182.71,20.39,2.8,0.15,41.57,Tidak Stabil
2026-05-13 07:14:01,66.85,2.38,2.66,1.22,18.0,Tidak Stabil
2026-05-13 07:19:01,180.14,3.72,3.94,5.0,124.47,Tidak Stabil
2026-05-13 07:24:01,201.58,5.15,3.95,5.69,84.75,Tidak Stabil
2026-05-13 07:29:01,131.94,3.12,0.15,11.81,135.68,Tidak Stabil
2026-05-13 07:34:01,60.05,37.79,16.81,0.0,18.49,Stabil
2026-05-13 07:39:01,5.0,37.01,21.89,0.0,5.14,Stabil
2026-05-13 07:44:01,41.1,26.62,21.83,0.0,15.27,Stabil
2026-05-13 07:49:01,34.46,34.17,18.29,0.0,4.77,Stabil
2026-05-13 07:54:01,34.61,23.0,22.48,0.1,20.09,Stabil
2026-05-13 07:59:01,38.46,24.42,20.02,0.0,9.99,Stabil
2026-05-13 08:04:01,27.0,25.25,15.75,0.0,19.88,Stabil
2026-05-13 08:09:01,18.74,28.06,13.18,0.0,19.5,Stabil
2026-05-13 08:14:01,50.35,41.15,20.35,0.0,8.09,Stabil
2026-05-13 08:19:01,57.59,45.51,16.6,0.0,15.93,Stabil
2026-05-13 08:24:01,58.1,23.57,16.48,0.0,11.12,Stabil
2026-05-13 08:29:01,42.53,25.28,12.69,0.0,12.05,Stabil
2026-05-13 08:34:01,30.85,28.91,20.75,0.0,12.43,Stabil
2026-05-13 08:39:01,30.12,40.96,14.29,0.2,3.65,Stabil
2026-05-13 08:44:01,29.32,35.19,18.23,0.0,10.92,Stabil
2026-05-13 08:49:01,28.78,34.86,18.91,0.0,15.19,Stabil
2026-05-13 08:54:01,36.4,23.91,5.0,0.0,5.32,Stabil
2026-05-13 08:59:01,17.24,27.32,19.04,0.0,5.3,Stabil
2026-05-13 09:04:01,42.15,41.73,17.41,0.1,17.44,Stabil
2026-05-13 09:09:01,51.67,30.81,15.18,0.0,10.76,Stabil
2026-05-13 09:14:01,39.48,21.74,22.24,0.0,16.67,Stabil
2026-05-13 09:19:01,186.18,21.5,6.2,0.0,79.47,Tidak Stabil
2026-05-13 09:24:01,145.97,4.51,3.57,0.1,51.08,Tidak Stabil
2026-05-13 09:29:01,205.55,15.08,14.64,0.84,40.5,Tidak Stabil
2026-05-13 09:34:01,80.39,5.07,1.41,1.42,38.74,Tidak Stabil
2026-05-13 09:39:01,189.33,4.02,0.1,6.05,41.91,Tidak Stabil
2026-05-13 09:44:01,150.0,5.81,2.25,10.98,86.15,Tidak Stabil
2026-05-13 09:49:01,40.0,8.15,18.3,3.04,45.36,Tidak Stabil
2026-05-13 09:54:01,130.37,4.31,1.78,10.03,86.7,Tidak Stabil
2026-05-13 09:59:01,109.56,12.05,1.53,3.18,46.04,Tidak Stabil
2026-05-13 10:04:01,71.26,2.14,0.62,1.23,52.69,Tidak Stabil
2026-05-13 10:09:01,300.15,3.0,0.88,7.58,103.38,Tidak Stabil
2026-05-13 10:14:01,133.41,15.48,1.0,2.4,97.33,Tidak Stabil
2026-05-13 10:19:01,159.64,2.07,4.85,8.35,53.92,Tidak Stabil
2026-05-13 10:24:01,94.5,2.88,1.67,1.33,40.43,Tidak Stabil
2026-05-13 10:29:01,207.59,5.13,1.61,10.22,35.0,Tidak Stabil
2026-05-13 10:34:01,95.0,13.41,11.84,0.66,49.24,Tidak Stabil
2026-05-13 10:39:01,30.0,3.74,1.75,1.07,35.65,Tidak Stabil
2026-05-13 10:44:01,76.73,4.79,2.01,0.9,54.4,Tidak Stabil
2026-05-13 10:49:01,247.75,18.37,4.04,1.82,30.0,Tidak Stabil
2026-05-13 10:54:01,114.62,11.67,8.96,9.26,22.59,Tidak Stabil
2026-05-13 10:59:01,188.54,3.89,0.15,13.56,44.32,Tidak Stabil
2026-05-13 11:04:01,95.0,12.41,13.83,1.06,30.0,Tidak Stabil
2026-05-13 11:09:01,99.01,3.69,1.48,1.76,33.8,Tidak Stabil
2026-05-13 11:14:01,95.0,35.0,7.05,2.0,44.65,Tidak Stabil
2026-05-13 11:19:01,156.09,4.77,0.1,9.81,74.32,Tidak Stabil
2026-05-13 11:24:01,110.0,4.68,3.27,2.9,105.36,Tidak Stabil
2026-05-13 11:29:01,91.8,3.31,3.74,0.0,36.42,Tidak Stabil
2026-05-13 11:34:01,154.79,3.03,1.63,1.6,34.93,Tidak Stabil
2026-05-13 11:39:01,86.25,15.06,4.4,7.89,40.71,Tidak Stabil
2026-05-13 11:44:01,295.2,0.2,1.9,12.77,81.26,Tidak Stabil
2026-05-13 11:49:01,40.0,18.62,12.77,7.66,29.85,Tidak Stabil
2026-05-13 11:54:01,162.39,10.25,16.79,0.0,52.45,Tidak Stabil
2026-05-13 11:59:01,122.07,16.24,10.34,0.57,76.54,Tidak Stabil
2026-05-13 12:04:01,243.76,9.38,1.0,2.12,60.65,Tidak Stabil
2026-05-13 12:09:01,189.97,17.29,6.9,0.0,81.0,Tidak Stabil
2026-05-13 12:14:01,16.58,23.27,20.15,0.0,4.02,Stabil
2026-05-13 12:19:01,10.7,25.19,17.64,0.0,16.55,Stabil
2026-05-13 12:24:01,21.18,23.48,19.46,0.0,7.65,Stabil
2026-05-13 12:29:01,21.4,40.58,12.59,0.0,1.0,Stabil
2026-05-13 12:34:01,30.49,22.95,25.46,0.0,16.14,Stabil
2026-05-13 12:39:01,14.37,26.57,17.05,0.0,11.09,Stabil
2026-05-13 12:44:01,25.2,24.91,14.19,0.0,11.04,Stabil
2026-05-13 12:49:01,14.6,37.82,20.93,0.0,18.84,Stabil
2026-05-13 12:54:01,22.74,30.57,5.0,0.0,16.96,Stabil
2026-05-13 12:59:01,49.72,30.2,9.65,0.0,7.59,Stabil
2026-05-13 13:04:01,5.0,25.19,16.63,0.0,13.58,Stabil
2026-05-13 13:09:01,51.51,24.95,25.14,0.0,17.86,Stabil
2026-05-13 13:14:01,35.56,36.73,17.58,0.0,1.0,Stabil
2026-05-13 13:19:01,5.15,22.6,16.9,0.0,4.51,Stabil
2026-05-13 13:24:01,60.07,20.79,21.03,0.0,9.57,Stabil
2026-05-13 13:29:01,33.21,28.75,8.09,0.0,4.8,Stabil
2026-05-13 13:34:01,44.69,19.21,25.51,0.0,10.81,Stabil
2026-05-13 13:39:01,37.45,19.5,17.31,0.0,13.04,Stabil
2026-05-13 13:44:01,45.09,29.33,25.09,0.0,12.02,Stabil
2026-05-13 13:49:01,46.19,22.57,17.05,0.0,7.32,Stabil
2026-05-13 13:54:01,60.1,31.53,25.36,0.0,2.1,Stabil
2026-05-13 13:59:01,66.32,33.66,15.9,0.0,8.99,Stabil
2026-05-13 14:04:01,35.02,15.64,20.96,0.0,14.17,Stabil
2026-05-13 14:09:01,18.52,14.26,10.58,0.0,7.87,Stabil
2026-05-13 14:14:01,37.05,28.2,13.7,0.0,14.05,Stabil
2026-05-13 14:19:01,38.85,28.94,28.41,0.0,5.12,Stabil
2026-05-13 14:24:01,22.81,44.84,18.21,0.0,3.12,Stabil
2026-05-13 14:29:01,44.04,34.36,13.38,0.0,11.63,Stabil
2026-05-13 14:34:01,49.64,28.01,22.12,0.0,1.0,Stabil
2026-05-13 14:39:01,39.39,18.39,20.72,0.0,11.17,Stabil
2026-05-13 14:44:01,20.02,40.99,29.95,0.0,11.96,Stabil
2026-05-13 14:49:01,37.48,41.97,20.99,0.1,13.77,Stabil
2026-05-13 14:54:01,20.03,32.15,23.18,0.0,10.86,Stabil
2026-05-13 14:59:01,19.62,32.47,9.01,0.0,15.72,Stabil
2026-05-13 15:04:01,20.87,23.62,16.72,0.0,14.19,Stabil
2026-05-13 15:09:01,6.39,23.61,24.6,0.0,9.06,Stabil
2026-05-13 15:14:01,42.19,21.11,31.07,0.1,10.97,Stabil
2026-05-13 15:19:01,48.58,26.92,17.55,0.0,18.29,Stabil
2026-05-13 15:24:01,30.23,28.93,24.43,0.0,2.47,Stabil
2026-05-13 15:29:01,34.35,24.68,13.78,0.0,1.0,Stabil
2026-05-13 15:34:01,42.54,20.87,9.44,0.0,10.35,Stabil
2026-05-13 15:39:01,24.28,29.23,21.53,0.0,13.64,Stabil
2026-05-13 15:44:01,49.31,37.75,31.21,0.0,8.22,Stabil
2026-05-13 15:49:01,54.44,32.53,5.0,0.0,10.03,Stabil
2026-05-13 15:54:01,55.66,36.16,15.82,0.0,14.27,Stabil
2026-05-13 15:59:01,49.94,29.28,28.6,0.0,23.93,Stabil
2026-05-13 16:04:01,35.74,33.78,15.81,0.0,21.94,Stabil
2026-05-13 16:09:01,46.43,34.61,11.25,0.0,4.53,Stabil
2026-05-13 16:14:01,43.65,15.93,19.11,0.0,12.26,Stabil
2026-05-13 16:19:01,18.92,38.42,22.43,0.0,16.4,Stabil
2026-05-13 16:24:01,58.23,30.56,25.33,0.0,10.67,Stabil
2026-05-13 16:29:01,15.55,22.74,13.41,0.5,9.53,Stabil
2026-05-13 16:34:01,153.9,21.41,9.17,2.13,62.17,Tidak Stabil
2026-05-13 16:39:01,171.04,14.86,4.64,1.88,68.29,Tidak Stabil
2026-05-13 16:44:01,138.25,13.37,9.5,3.7,48.24,Tidak Stabil
2026-05-13 16:49:01,127.09,9.73,14.31,4.37,39.51,Tidak Stabil
2026-05-13 16:54:01,120.9,23.45,4.23,2.3,41.29,Tidak Stabil
2026-05-13 16:59:01,103.49,4.98,0.96,1.7,29.84,Tidak Stabil
2026-05-13 17:04:01,215.42,0.92,1.7,4.91,113.51,Tidak Stabil
2026-05-13 17:09:01,160.86,7.1,1.18,7.91,35.15,Tidak Stabil
2026-05-13 17:14:01,69.85,17.01,2.31,3.28,45.51,Tidak Stabil
2026-05-13 17:19:01,110.87,9.09,6.82,6.95,57.3,Tidak Stabil
2026-05-13 17:24:01,136.47,7.48,1.44,0.0,54.36,Tidak Stabil
2026-05-13 17:29:01,198.93,10.59,4.65,2.6,63.07,Tidak Stabil
2026-05-13 17:34:01,38.12,2.82,0.12,1.3,18.0,Tidak Stabil
2026-05-13 17:39:01,121.15,6.34,1.19,2.22,32.69,Tidak Stabil
2026-05-13 17:44:01,229.12,0.2,0.1,6.42,152.15,Tidak Stabil
2026-05-13 17:49:01,72.44,17.78,5.78,2.0,80.15,Tidak Stabil
2026-05-13 17:54:01,219.2,14.99,14.62,2.23,36.29,Tidak Stabil
2026-05-13 17:59:01,159.27,23.58,3.62,1.06,72.24,Tidak Stabil
2026-05-13 18:04:01,30.0,0.65,1.29,0.86,18.0,Tidak Stabil
2026-05-13 18:09:01,246.24,2.62,0.35,17.17,141.02,Tidak Stabil
2026-05-13 18:14:01,173.19,4.73,15.64,2.0,35.93,Tidak Stabil
2026-05-13 18:19:01,109.62,1.89,0.16,1.21,18.0,Tidak Stabil
2026-05-13 18:24:01,164.53,0.2,2.7,11.16,35.0,Tidak Stabil
2026-05-13 18:29:01,186.32,0.43,2.59,11.32,66.05,Tidak Stabil
2026-05-13 18:34:01,139.46,24.99,14.22,1.78,73.36,Tidak Stabil
2026-05-13 18:39:01,95.0,10.71,10.8,1.56,38.09,Tidak Stabil
2026-05-13 18:44:01,54.99,35.43,14.37,0.0,12.49,Stabil
2026-05-13 18:49:01,42.58,39.25,10.65,0.0,5.8,Stabil
2026-05-13 18:54:01,74.57,30.41,15.68,0.0,1.0,Stabil
2026-05-13 18:59:01,46.38,30.13,15.68,0.0,4.51,Stabil
2026-05-13 19:04:01,56.25,34.19,17.05,0.5,11.54,Stabil
2026-05-13 19:09:01,37.27,22.88,30.21,0.0,11.79,Stabil
2026-05-13 19:14:01,29.56,33.93,17.45,0.0,4.59,Stabil
2026-05-13 19:19:01,33.83,24.35,11.76,0.2,12.11,Stabil
2026-05-13 19:24:01,16.86,28.45,18.68,0.0,10.93,Stabil
2026-05-13 19:29:01,21.23,33.13,21.99,0.0,4.89,Stabil
2026-05-13 19:34:01,56.73,25.48,16.55,0.0,17.33,Stabil
2026-05-13 19:39:01,41.77,35.9,13.48,0.0,5.47,Stabil
2026-05-13 19:44:01,29.8,23.31,16.67,0.2,2.8,Stabil
2026-05-13 19:49:01,39.6,23.59,14.3,0.2,11.43,Stabil
2026-05-13 19:54:01,5.79,35.83,13.14,0.0,14.28,Stabil
2026-05-13 19:59:01,66.11,21.71,22.14,0.0,4.56,Stabil
2026-05-13 20:04:01,69.87,23.77,23.74,0.0,9.47,Stabil
2026-05-13 20:09:01,41.04,31.66,9.44,0.0,7.64,Stabil
2026-05-13 20:14:01,27.25,32.95,26.35,0.0,10.56,Stabil
2026-05-13 20:19:01,15.76,33.74,19.07,0.0,8.82,Stabil
2026-05-13 20:24:01,45.36,24.44,18.83,0.5,9.77,Stabil
2026-05-13 20:29:01,28.52,42.46,19.8,0.0,7.12,Stabil
2026-05-13 20:34:01,32.85,26.68,18.19,0.0,10.38,Stabil
2026-05-13 20:39:01,10.19,19.72,17.31,0.0,2.08,Stabil
2026-05-13 20:44:01,14.69,33.88,5.54,0.0,8.82,Stabil
2026-05-13 20:49:01,9.01,43.21,27.44,0.0,7.12,Stabil
2026-05-13 20:54:01,27.31,33.47,26.34,0.0,18.94,Stabil
2026-05-13 20:59:01,5.31,26.81,15.79,0.0,7.7,Stabil
2026-05-13 21:04:01,51.78,38.2,16.97,0.0,15.49,Stabil
2026-05-13 21:09:01,35.44,31.45,16.46,0.0,3.31,Stabil
2026-05-13 21:14:01,27.27,26.99,20.64,0.0,16.34,Stabil
2026-05-13 21:19:01,60.52,27.71,17.99,0.0,17.84,Stabil
2026-05-13 21:24:01,11.15,22.68,12.58,0.0,14.05,Stabil
2026-05-13 21:29:01,7.5,30.08,12.73,0.0,11.48,Stabil
2026-05-13 21:34:01,29.51,32.03,21.13,0.5,16.68,Stabil
2026-05-13 21:39:01,57.23,19.74,17.09,0.5,6.8,Stabil
2026-05-13 21:44:01,7.94,30.65,20.19,0.0,6.6,Stabil
2026-05-13 21:49:01,42.4,26.9,16.6,0.0,12.74,Stabil
2026-05-13 21:54:01,54.54,29.1,14.7,0.0,12.55,Stabil
2026-05-13 21:59:01,13.75,14.65,16.7,0.0,4.92,Stabil
2026-05-13 22:04:01,12.78,17.28,18.81,0.0,8.37,Stabil
2026-05-13 22:09:01,42.76,24.0,17.62,0.0,17.07,Stabil
2026-05-13 22:14:01,14.25,35.21,22.7,0.0,5.51,Stabil
2026-05-13 22:19:01,28.4,23.24,18.2,0.0,13.68,Stabil
2026-05-13 22:24:01,30.91,35.76,11.41,0.0,6.9,Stabil
2026-05-13 22:29:01,52.11,18.56,21.7,0.0,1.59,Stabil
2026-05-13 22:34:01,29.29,17.84,16.99,0.0,13.0,Stabil
2026-05-13 22:39:01,26.54,25.04,17.08,0.0,8.27,Stabil
2026-05-13 22:44:01,42.96,22.69,18.23,0.0,8.43,Stabil
2026-05-13 22:49:01,77.92,30.39,11.19,0.0,4.83,Stabil
2026-05-13 22:54:01,31.34,30.36,22.16,0.0,1.0,Stabil
2026-05-13 22:59:01,38.57,20.03,9.4,0.0,10.61,Stabil
2026-05-13 23:04:01,41.03,38.57,18.65,0.0,5.47,Stabil
2026-05-13 23:09:01,43.09,37.78,20.84,0.0,6.1,Stabil
2026-05-13 23:14:01,34.0,25.14,25.36,0.0,3.95,Stabil
2026-05-13 23:19:01,46.98,29.4,10.39,0.1,18.93,Stabil
2026-05-13 23:24:01,54.03,31.93,10.66,0.0,17.12,Stabil
2026-05-13 23:29:01,19.42,38.34,21.54,0.0,22.7,Stabil
2026-05-13 23:34:01,5.0,30.71,15.91,0.0,9.63,Stabil
2026-05-13 23:39:01,48.43,14.08,16.82,0.0,15.84,Stabil
2026-05-13 23:44:01,35.29,21.58,21.47,0.0,12.3,Stabil
2026-05-13 23:49:01,31.66,28.54,20.9,0.0,12.76,Stabil
2026-05-13 23:54:01,20.74,33.57,14.9,0.0,4.88,Stabil
2026-05-13 23:59:01,5.0,37.56,8.68,0.0,17.83,Stabil
2026-05-14 00:04:01,40.87,32.65,17.9,0.0,15.78,Stabil
2026-05-14 00:09:01,20.3,33.23,13.71,0.0,9.52,Stabil
2026-05-14 00:14:01,33.38,36.9,22.11,0.0,17.01,Stabil
2026-05-14 00:19:01,56.28,25.29,22.18,0.0,9.7,Stabil
2026-05-14 00:24:01,57.13,26.45,19.31,0.0,16.44,Stabil
2026-05-14 00:29:01,42.55,27.72,22.37,0.0,12.96,Stabil
2026-05-14 00:34:01,67.15,24.24,18.95,0.0,15.78,Stabil
2026-05-14 00:39:01,17.73,20.28,14.09,0.0,10.22,Stabil
2026-05-14 00:44:01,30.68,29.96,16.38,0.0,2.28,Stabil
2026-05-14 00:49:01,30.37,40.36,21.1,0.0,16.33,Stabil
2026-05-14 00:54:01,31.76,18.58,26.82,0.0,6.89,Stabil
2026-05-14 00:59:01,17.88,24.9,20.41,0.0,2.74,Stabil
2026-05-14 01:04:01,15.66,28.47,23.48,0.0,12.11,Stabil
2026-05-14 01:09:01,61.66,3.84,1.01,1.38,45.23,Tidak Stabil
2026-05-14 01:14:01,148.5,18.76,6.37,7.0,55.82,Tidak Stabil
2026-05-14 01:19:01,249.92,9.91,0.1,7.1,35.0,Tidak Stabil
2026-05-14 01:24:01,96.74,1.54,1.66,2.56,41.16,Tidak Stabil
2026-05-14 01:29:01,95.0,19.2,7.03,0.96,41.31,Tidak Stabil
2026-05-14 01:34:01,142.29,11.3,9.68,1.45,30.0,Tidak Stabil
2026-05-14 01:39:01,110.54,28.58,4.73,1.06,37.39,Tidak Stabil
2026-05-14 01:44:01,240.93,20.36,18.05,2.52,74.53,Tidak Stabil
2026-05-14 01:49:01,135.47,28.72,2.65,3.49,53.0,Tidak Stabil
2026-05-14 01:54:01,206.45,3.31,2.73,6.38,37.34,Tidak Stabil
2026-05-14 01:59:01,81.2,6.46,1.99,6.36,51.94,Tidak Stabil
2026-05-14 02:04:01,191.62,25.21,15.42,1.96,53.48,Tidak Stabil
2026-05-14 02:09:01,241.48,5.94,2.05,4.41,65.41,Tidak Stabil
2026-05-14 02:14:01,159.76,3.76,0.33,3.0,91.32,Tidak Stabil
2026-05-14 02:19:01,30.0,2.25,2.27,0.57,31.43,Tidak Stabil
2026-05-14 02:24:01,180.99,25.18,13.68,0.57,75.94,Tidak Stabil
2026-05-14 02:29:01,131.69,3.24,0.1,0.0,31.26,Tidak Stabil
2026-05-14 02:34:01,63.48,11.72,5.43,9.05,64.26,Tidak Stabil
2026-05-14 02:39:01,167.37,13.71,1.0,8.38,63.87,Tidak Stabil
2026-05-14 02:44:01,106.76,18.2,9.37,3.81,74.9,Tidak Stabil
2026-05-14 02:49:01,90.03,19.18,3.77,6.33,26.19,Tidak Stabil
2026-05-14 02:54:01,152.44,2.65,1.99,2.47,42.26,Tidak Stabil
2026-05-14 02:59:01,234.64,4.83,6.4,3.89,35.0,Tidak Stabil
2026-05-14 03:04:01,76.24,0.78,1.0,1.79,28.66,Tidak Stabil
2026-05-14 03:09:01,117.04,19.63,6.47,1.6,71.1,Tidak Stabil
2026-05-14 03:14:01,147.85,3.51,0.1,12.28,82.45,Tidak Stabil
2026-05-14 03:19:01,303.53,4.4,3.23,7.22,93.92,Tidak Stabil
2026-05-14 03:24:01,176.69,13.74,1.0,4.14,77.61,Tidak Stabil
2026-05-14 03:29:01,188.24,4.08,0.1,3.33,52.09,Tidak Stabil
2026-05-14 03:34:01,142.88,10.71,10.97,6.25,38.37,Tidak Stabil
2026-05-14 03:39:01,256.11,4.02,2.09,6.94,105.53,Tidak Stabil
2026-05-14 03:44:01,75.26,5.51,3.0,0.0,24.53,Tidak Stabil
2026-05-14 03:49:01,178.99,7.5,4.31,14.29,76.54,Tidak Stabil
2026-05-14 03:54:01,133.07,3.97,0.1,0.0,18.0,Tidak Stabil
2026-05-14 03:59:01,119.04,20.87,7.12,0.36,62.95,Tidak Stabil
2026-05-14 04:04:01,39.82,6.55,0.1,0.78,28.94,Tidak Stabil
2026-05-14 04:09:01,32.38,36.01,15.2,0.0,9.56,Stabil
2026-05-14 04:14:01,64.88,42.67,12.79,0.0,12.79,Stabil
2026-05-14 04:19:01,34.89,18.99,12.82,0.0,7.88,Stabil
2026-05-14 04:24:01,17.72,28.87,20.32,0.0,4.12,Stabil
2026-05-14 04:29:01,9.17,34.39,17.51,0.0,9.4,Stabil
2026-05-14 04:34:01,63.07,21.19,32.65,0.5,12.19,Stabil
2026-05-14 04:39:01,23.11,47.69,22.44,0.0,10.64,Stabil
2026-05-14 04:44:01,18.19,21.96,18.19,0.0,1.37,Stabil
2026-05-14 04:49:01,23.55,28.05,23.1,0.0,13.11,Stabil
2026-05-14 04:54:01,22.61,42.77,29.6,0.1,11.28,Stabil
2026-05-14 04:59:01,5.24,27.64,13.29,0.0,13.56,Stabil
2026-05-14 05:04:01,41.14,33.33,9.9,0.0,7.72,Stabil
2026-05-14 05:09:01,22.51,23.56,12.83,0.0,14.23,Stabil
2026-05-14 05:14:01,37.8,27.65,13.63,0.0,9.05,Stabil
2026-05-14 05:19:01,60.38,40.36,8.4,0.0,1.0,Stabil
2026-05-14 05:24:01,50.16,56.23,10.53,0.0,12.25,Stabil
2026-05-14 05:29:01,28.83,32.33,11.53,0.0,6.8,Stabil
2026-05-14 05:34:01,49.2,28.44,20.53,0.0,7.67,Stabil
2026-05-14 05:39:01,31.0,20.16,14.83,0.0,6.45,Stabil
2026-05-14 05:44:01,5.0,38.71,13.88,0.0,15.82,Stabil
2026-05-14 05:49:01,28.54,34.45,22.78,0.0,19.53,Stabil
2026-05-14 05:54:01,61.26,27.75,19.54,0.1,6.85,Stabil
2026-05-14 05:59:01,27.56,41.71,11.8,0.0,8.63,Stabil
2026-05-14 06:04:01,33.99,19.4,13.31,0.0,14.27,Stabil
2026-05-14 06:09:01,30.7,37.2,16.5,0.0,8.41,Stabil
2026-05-14 06:14:01,28.57,35.72,25.8,0.0,14.8,Stabil
2026-05-14 06:19:01,50.12,13.06,14.17,0.5,8.79,Stabil
2026-05-14 06:24:01,29.48,33.62,10.01,0.0,15.86,Stabil
2026-05-14 06:29:01,22.61,17.99,27.59,0.0,6.76,Stabil
2026-05-14 06:34:01,75.0,28.78,24.7,0.0,11.16,Stabil
